From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),CH4 (),Xylene (ug/m3),AT (degree C),RF (mm)
2021-11-25 15:00:00,2021-11-25 16:00:00,140.2,243.8,,49.25,,48.46,1.59,1.3,16.65,2.63,,,,51.64,0.88,354.39,220.3,,,0.68,,,0.0
2021-11-25 16:00:00,2021-11-25 17:00:00,130.3,213.05,,59.95,,51.68,0.55,1.31,16.23,2.63,,,,62.86,0.68,357.35,220.15,,,0.68,,,0.0
2021-11-25 17:00:00,2021-11-25 18:00:00,145.57,230.2,,76.54,,73.63,1.76,1.33,15.88,2.63,,,,80.65,0.43,225.55,219.93,,,0.68,,,0.0
2021-11-25 18:00:00,2021-11-25 19:00:00,112.5,180.8,,61.94,,83.51,1.31,1.35,15.59,2.6,,,,89.1,0.15,11.07,219.4,,,0.68,,,0.0
2021-11-25 19:00:00,2021-11-25 20:00:00,108.35,168.1,,54.88,,92.06,1.98,1.34,15.43,2.58,,,,89.1,0.65,338.89,219.0,,,0.68,,,0.0
2021-11-25 20:00:00,2021-11-25 21:00:00,129.7,193.5,,54.21,,103.9,3.39,1.34,15.27,2.6,,,,89.1,0.32,267.21,218.17,,,0.68,,,0.0
2021-11-25 21:00:00,2021-11-25 22:00:00,158.33,232.5,,42.46,,110.56,5.27,1.34,15.18,2.66,,,,89.1,0.3,278.36,218.0,,,0.68,,,0.0
2021-11-25 22:00:00,2021-11-25 23:00:00,176.9,252.5,,33.15,,117.22,6.04,1.35,15.14,2.72,,,,89.1,0.34,279.62,217.75,,,0.68,,,0.0
2021-11-25 23:00:00,2021-11-26 00:00:00,172.3,245.6,,33.57,,119.13,7.34,1.35,15.09,2.77,,,,89.1,0.48,321.46,218.0,,,0.68,,,0.0
2021-11-26 00:00:00,2021-11-26 01:00:00,221.5,318.65,,30.8,,117.49,7.67,1.36,15.14,2.77,,,,89.1,0.49,330.21,217.9,,,0.68,,,0.0
2021-11-26 01:00:00,2021-11-26 02:00:00,129.85,189.6,,31.05,,109.8,8.04,1.37,15.18,2.76,,,,89.1,0.45,325.43,217.8,,,0.68,,,0.0
2021-11-26 02:00:00,2021-11-26 03:00:00,192.07,276.27,,30.03,,101.45,8.41,1.38,15.27,2.77,,,,89.1,0.45,328.21,218.07,,,0.68,,,0.0
2021-11-26 03:00:00,2021-11-26 04:00:00,198.0,273.37,,26.11,,92.71,10.22,1.39,15.45,2.7,,,,89.1,0.48,330.12,218.07,,,0.68,,,0.0
2021-11-26 04:00:00,2021-11-26 05:00:00,99.97,146.53,,22.99,,86.68,10.84,1.39,15.56,2.63,,,,89.1,0.41,326.19,218.0,,,0.68,,,0.0
2021-11-26 05:00:00,2021-11-26 06:00:00,170.6,236.97,,20.65,,84.92,11.0,1.39,15.68,2.59,,,,89.1,0.28,314.14,217.7,,,0.68,,,0.0
2021-11-26 06:00:00,2021-11-26 07:00:00,198.38,269.9,,19.42,,86.0,11.87,1.39,15.74,2.46,,,,89.1,0.25,315.58,217.68,,,0.68,,,0.0
2021-11-26 07:00:00,2021-11-26 08:00:00,154.7,214.9,,23.24,,87.82,12.61,1.38,15.76,2.46,,,,89.1,0.28,331.91,217.9,,,0.68,,,0.0
2021-11-26 08:00:00,2021-11-26 09:00:00,96.1,138.7,,27.41,,92.14,12.74,1.37,15.74,2.44,,,,89.1,0.37,324.09,217.8,,,0.68,,,0.0
2021-11-26 09:00:00,2021-11-26 10:00:00,369.07,521.57,,68.81,,102.79,13.06,1.33,15.87,2.57,,,,86.62,0.88,166.89,218.37,,,0.68,,,0.0
2021-11-26 10:00:00,2021-11-26 11:00:00,227.3,369.5,,113.44,,84.71,13.16,1.26,16.24,2.77,,,,58.2,1.43,0.94,220.3,,,0.68,,,0.0
2021-11-26 11:00:00,2021-11-26 12:00:00,214.15,355.3,,63.48,,65.77,13.17,1.25,16.59,2.81,,,,52.25,1.89,1.99,220.4,,,0.68,,,0.0
2021-11-26 12:00:00,2021-11-26 13:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-26 13:00:00,2021-11-26 14:00:00,150.97,248.57,,34.6,,53.32,7.11,1.18,17.43,2.76,,,,40.51,1.73,122.09,220.7,,,0.68,,,0.0
2021-11-26 14:00:00,2021-11-26 15:00:00,192.23,314.45,,35.02,,51.67,3.78,1.2,16.66,2.71,,,,45.69,1.17,352.87,220.45,,,0.68,,,0.0
2021-11-26 15:00:00,2021-11-26 16:00:00,137.5,231.8,,39.78,,47.69,0.88,1.24,16.14,2.64,,,,49.67,0.96,357.55,220.4,,,0.68,,,0.0
2021-11-26 16:00:00,2021-11-26 17:00:00,105.93,176.13,,65.53,,52.88,2.5,1.28,15.69,2.64,,,,63.73,0.69,352.59,220.17,,,0.68,,,0.0
2021-11-26 17:00:00,2021-11-26 18:00:00,167.5,248.0,,68.64,,62.22,2.69,1.35,15.3,2.69,,,,82.99,0.53,352.02,219.7,,,0.68,,,0.0
2021-11-26 18:00:00,2021-11-26 19:00:00,135.07,201.53,,58.65,,87.23,0.92,1.38,15.33,2.71,,,,88.84,0.29,351.02,219.4,,,0.68,,,0.0
2021-11-26 19:00:00,2021-11-26 20:00:00,109.72,170.12,,51.3,,107.83,0.09,1.39,15.43,2.65,,,,89.1,0.66,337.02,218.55,,,0.68,,,0.0
2021-11-26 20:00:00,2021-11-26 21:00:00,183.9,275.63,,46.8,,115.35,0.47,1.39,15.5,2.58,,,,89.1,0.58,324.28,218.2,,,0.68,,,0.0
2021-11-26 21:00:00,2021-11-26 22:00:00,164.13,241.93,,44.08,,118.93,0.84,1.36,15.76,2.57,,,,89.1,0.55,325.59,217.8,,,0.68,,,0.0
2021-11-26 22:00:00,2021-11-26 23:00:00,196.4,279.8,,39.51,,116.47,0.73,1.35,15.76,2.59,,,,89.1,0.28,254.36,217.6,,,0.68,,,0.0
2021-11-26 23:00:00,2021-11-27 00:00:00,186.97,263.47,,35.25,,114.76,1.67,1.35,15.76,2.63,,,,89.1,0.35,290.99,217.63,,,0.68,,,0.0
2021-11-27 00:00:00,2021-11-27 01:00:00,206.85,291.55,,65.81,,114.85,7.58,1.35,15.75,2.7,,,,89.1,0.41,297.24,217.35,,,0.68,,,0.0
2021-11-27 01:00:00,2021-11-27 02:00:00,156.13,218.77,,65.59,,115.15,8.14,1.36,15.67,2.68,,,,89.1,0.39,316.32,217.63,,,0.68,,,0.0
2021-11-27 02:00:00,2021-11-27 03:00:00,210.72,289.38,,65.71,,115.92,8.72,1.36,15.63,2.76,,,,89.1,0.39,318.86,217.7,,,0.68,,,0.0
2021-11-27 03:00:00,2021-11-27 04:00:00,169.1,230.45,,65.87,,114.91,10.34,1.37,15.46,2.74,,,,89.1,0.29,244.8,217.45,,,0.68,,,0.0
2021-11-27 04:00:00,2021-11-27 05:00:00,167.8,231.43,,65.75,,111.38,10.71,1.37,15.29,2.71,,,,89.1,0.2,272.61,217.47,,,0.68,,,0.0
2021-11-27 05:00:00,2021-11-27 06:00:00,153.47,212.4,,66.2,,103.57,10.77,1.38,15.2,2.62,,,,89.1,0.29,296.14,217.53,,,0.68,,,0.0
2021-11-27 06:00:00,2021-11-27 07:00:00,142.33,202.87,,66.52,,97.94,11.45,1.38,15.08,2.53,,,,89.1,0.25,313.47,217.5,,,0.68,,,0.0
2021-11-27 07:00:00,2021-11-27 08:00:00,228.2,316.3,,66.67,,96.41,12.17,1.39,15.11,2.47,,,,89.1,0.28,325.32,217.57,,,0.68,,,0.0
2021-11-27 08:00:00,2021-11-27 09:00:00,195.6,270.8,,67.98,,110.17,12.88,1.38,15.29,2.47,,,,89.1,0.26,284.38,217.3,,,0.68,,,0.0
2021-11-27 09:00:00,2021-11-27 10:00:00,167.38,249.62,,67.86,,78.2,11.18,1.35,15.43,2.57,,,,87.35,0.91,161.55,217.97,,,0.68,,,0.0
2021-11-27 10:00:00,2021-11-27 11:00:00,219.5,347.55,,64.91,,51.86,10.74,1.31,15.64,2.65,,,,67.78,0.53,48.73,219.6,,,0.68,,,0.0
2021-11-27 11:00:00,2021-11-27 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 12:00:00,2021-11-27 13:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 13:00:00,2021-11-27 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 14:00:00,2021-11-27 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 15:00:00,2021-11-27 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 16:00:00,2021-11-27 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 17:00:00,2021-11-27 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 18:00:00,2021-11-27 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 19:00:00,2021-11-27 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 20:00:00,2021-11-27 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 21:00:00,2021-11-27 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 22:00:00,2021-11-27 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 23:00:00,2021-11-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 00:00:00,2021-11-28 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 01:00:00,2021-11-28 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 02:00:00,2021-11-28 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 03:00:00,2021-11-28 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 04:00:00,2021-11-28 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 05:00:00,2021-11-28 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 06:00:00,2021-11-28 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 07:00:00,2021-11-28 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 08:00:00,2021-11-28 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 09:00:00,2021-11-28 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 10:00:00,2021-11-28 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 11:00:00,2021-11-28 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 12:00:00,2021-11-28 13:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 13:00:00,2021-11-28 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 14:00:00,2021-11-28 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 15:00:00,2021-11-28 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 16:00:00,2021-11-28 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 17:00:00,2021-11-28 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 18:00:00,2021-11-28 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 19:00:00,2021-11-28 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 20:00:00,2021-11-28 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 21:00:00,2021-11-28 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 22:00:00,2021-11-28 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 23:00:00,2021-11-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29 00:00:00,2021-11-29 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29 01:00:00,2021-11-29 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29 02:00:00,2021-11-29 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29 03:00:00,2021-11-29 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29 04:00:00,2021-11-29 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29 05:00:00,2021-11-29 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29 06:00:00,2021-11-29 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29 07:00:00,2021-11-29 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29 08:00:00,2021-11-29 09:00:00,,,,67.43,,95.56,12.11,1.37,15.73,2.73,,,,,0.47,316.35,218.45,,,0.68,,,0.0
2021-11-29 09:00:00,2021-11-29 10:00:00,,,,65.93,,76.66,11.29,1.36,15.71,2.74,,,,,0.99,163.23,218.15,,,0.68,,,0.0
2021-11-29 10:00:00,2021-11-29 11:00:00,,,,65.59,,63.18,10.44,1.33,15.79,2.79,,,,,1.58,283.52,219.77,,,0.68,,,0.0
2021-11-29 11:00:00,2021-11-29 12:00:00,,,,64.84,,55.55,11.73,1.24,16.34,2.83,,,,,2.29,91.74,220.18,,,0.68,,,0.0
2021-11-29 12:00:00,2021-11-29 13:00:00,,,,68.44,,49.59,5.33,1.21,17.44,2.82,,,,,2.74,6.77,220.55,,,0.68,,,0.0
2021-11-29 13:00:00,2021-11-29 14:00:00,,,,59.31,,45.69,5.11,1.22,17.56,2.75,,,,,2.1,90.4,220.63,,,0.68,,,0.0
2021-11-29 14:00:00,2021-11-29 15:00:00,,,,66.95,,40.78,1.79,1.26,16.96,2.68,,,,,1.46,266.61,220.3,,,0.68,,,0.0
2021-11-29 15:00:00,2021-11-29 16:00:00,,,,66.74,,39.66,1.0,1.3,16.33,2.63,,,,,0.96,354.47,220.2,,,0.68,,,0.0
2021-11-29 16:00:00,2021-11-29 17:00:00,,,,64.35,,41.72,2.58,1.33,15.77,2.61,,,,,0.66,353.42,219.97,,,0.68,,,0.0
2021-11-29 17:00:00,2021-11-29 18:00:00,,,,64.52,,48.33,2.71,1.35,15.61,2.62,,,,,0.58,350.89,219.7,,,0.68,,,0.0
2021-11-29 18:00:00,2021-11-29 19:00:00,,,,65.22,,61.39,2.59,1.37,15.26,2.65,,,,,0.52,351.38,219.47,,,0.68,,,0.0
2021-11-29 19:00:00,2021-11-29 20:00:00,,,,65.69,,71.98,2.54,1.39,15.22,2.67,,,,,0.11,353.01,219.0,,,0.68,,,0.0
2021-11-29 20:00:00,2021-11-29 21:00:00,,,,66.18,,67.63,2.5,1.38,15.12,2.62,,,,,0.64,333.82,218.45,,,0.68,,,0.0
2021-11-29 21:00:00,2021-11-29 22:00:00,,,,65.81,,72.27,2.5,1.37,15.16,2.57,,,,,0.54,317.61,217.98,,,0.68,,,0.0
2021-11-29 22:00:00,2021-11-29 23:00:00,,,,65.32,,63.56,2.48,1.36,15.14,2.56,,,,,0.42,287.17,217.43,,,0.68,,,0.0
2021-11-29 23:00:00,2021-11-30 00:00:00,,,,65.29,,60.95,2.5,1.36,15.19,2.58,,,,,0.39,282.77,217.4,,,0.68,,,0.0
2021-11-30 00:00:00,2021-11-30 01:00:00,,,,67.0,,57.53,4.32,1.35,15.23,2.55,,,,,0.51,316.43,217.57,,,0.68,,,0.0
2021-11-30 01:00:00,2021-11-30 02:00:00,,,,67.04,,53.31,4.37,1.36,15.33,2.52,,,,,0.56,331.19,217.7,,,0.68,,,0.0
2021-11-30 02:00:00,2021-11-30 03:00:00,,,,67.18,,48.98,3.87,1.36,15.49,2.58,,,,,0.4,281.0,217.55,,,0.68,,,0.0
2021-11-30 03:00:00,2021-11-30 04:00:00,,,,67.37,,45.34,3.15,1.37,15.62,2.63,,,,,0.31,226.27,217.2,,,0.68,,,0.0
2021-11-30 04:00:00,2021-11-30 05:00:00,,,,67.78,,43.48,3.13,1.38,15.72,2.68,,,,,0.3,256.4,217.4,,,0.68,,,0.0
2021-11-30 05:00:00,2021-11-30 06:00:00,,,,68.37,,42.05,2.37,1.39,15.79,2.68,,,,,0.22,235.3,216.9,,,0.68,,,0.0
2021-11-30 06:00:00,2021-11-30 07:00:00,,,,68.58,,42.41,2.31,1.4,15.77,2.69,,,,,0.38,214.64,217.1,,,0.68,,,0.0
2021-11-30 07:00:00,2021-11-30 08:00:00,,,,68.63,,44.48,2.02,1.4,15.77,2.68,,,,,0.32,255.16,217.3,,,0.68,,,0.0
2021-11-30 08:00:00,2021-11-30 09:00:00,,,,68.2,,46.49,1.92,1.39,15.79,2.64,,,,,0.5,166.91,217.63,,,0.68,,,0.0
2021-11-30 09:00:00,2021-11-30 10:00:00,,,,67.84,,47.28,1.85,1.38,15.78,2.64,,,,,1.09,119.27,217.8,,,0.68,,,0.0
2021-11-30 10:00:00,2021-11-30 11:00:00,,,,64.55,,50.5,1.79,1.27,15.75,2.75,,,,,1.68,8.34,,,,0.68,,,0.0
2021-11-30 11:00:00,2021-11-30 12:00:00,305.88,489.02,,65.43,,48.4,2.38,1.26,16.46,2.82,,,,48.06,2.37,97.16,220.45,,,0.68,,,0.0
2021-11-30 12:00:00,2021-11-30 13:00:00,268.27,423.7,,68.82,,47.5,4.19,1.28,17.31,2.77,,,,46.12,2.7,5.58,220.6,,,0.68,,,0.0
2021-11-30 13:00:00,2021-11-30 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-11-30 14:00:00,2021-11-30 15:00:00,174.43,255.97,,66.98,,44.15,3.63,1.29,16.97,2.72,,,,44.59,1.44,269.24,220.35,,,0.68,,,0.0
2021-11-30 15:00:00,2021-11-30 16:00:00,82.9,128.85,,65.77,,43.2,2.83,1.27,16.3,2.71,,,,48.31,0.94,357.46,220.45,,,0.68,,,0.0
2021-11-30 16:00:00,2021-11-30 17:00:00,49.7,79.9,,64.68,,49.15,1.53,1.27,15.68,2.65,,,,63.0,0.67,353.11,220.13,,,0.68,,,0.0
2021-11-30 17:00:00,2021-11-30 18:00:00,146.98,220.88,,63.3,,56.84,1.83,1.28,15.41,2.61,,,,74.85,0.54,265.68,219.8,,,0.68,,,0.0
2021-11-30 18:00:00,2021-11-30 19:00:00,206.47,313.23,,64.36,,71.16,3.6,1.31,15.28,2.61,,,,87.78,0.36,236.79,219.47,,,0.68,,,0.0
2021-11-30 19:00:00,2021-11-30 20:00:00,110.23,172.05,,64.78,,86.27,4.44,1.33,15.28,2.64,,,,89.1,0.48,265.12,219.2,,,0.68,,,0.0
2021-11-30 20:00:00,2021-11-30 21:00:00,115.17,178.97,,60.32,,99.9,4.08,1.34,15.22,2.68,,,,89.1,0.65,337.08,218.8,,,0.68,,,0.0
2021-11-30 21:00:00,2021-11-30 22:00:00,131.85,196.65,,67.07,,90.22,6.61,1.35,15.16,2.75,,,,89.1,0.63,334.76,218.4,,,0.68,,,0.0
2021-11-30 22:00:00,2021-11-30 23:00:00,115.95,174.7,,65.39,,80.12,6.53,1.37,15.18,2.78,,,,89.1,0.62,332.75,218.0,,,0.68,,,0.0
2021-11-30 23:00:00,2021-12-01 00:00:00,117.2,175.1,,65.63,,69.38,5.89,1.38,15.28,2.77,,,,89.1,0.6,332.91,218.1,,,0.68,,,0.0
2021-12-01 00:00:00,2021-12-01 01:00:00,129.43,188.77,,62.89,,63.02,2.34,1.39,15.4,2.77,,,,89.1,0.6,333.0,218.03,,,0.68,,,0.0
2021-12-01 01:00:00,2021-12-01 02:00:00,130.3,184.43,,57.05,,61.36,2.32,1.39,15.55,2.77,,,,89.1,0.59,334.17,218.0,,,0.68,,,0.0
2021-12-01 02:00:00,2021-12-01 03:00:00,156.03,216.53,,51.35,,58.56,2.3,1.39,15.72,2.71,,,,89.1,0.59,334.67,218.15,,,0.68,,,0.0
2021-12-01 03:00:00,2021-12-01 04:00:00,271.85,362.12,,49.31,,60.05,2.29,1.39,15.82,2.64,,,,89.1,0.6,332.27,218.35,,,0.68,,,0.0
2021-12-01 04:00:00,2021-12-01 05:00:00,187.83,248.22,,46.92,,57.52,2.3,1.39,15.82,2.58,,,,89.1,0.61,331.85,218.47,,,0.68,,,0.0
2021-12-01 05:00:00,2021-12-01 06:00:00,57.93,79.1,,43.25,,55.81,2.3,1.38,15.8,2.53,,,,89.1,0.61,332.77,218.57,,,0.68,,,0.0
2021-12-01 06:00:00,2021-12-01 07:00:00,121.9,165.28,,37.35,,53.67,2.99,1.37,15.72,2.54,,,,89.1,0.6,332.78,218.6,,,0.68,,,0.0
2021-12-01 07:00:00,2021-12-01 08:00:00,116.7,160.25,,43.29,,54.92,2.42,1.36,15.74,2.54,,,,89.1,0.53,327.06,218.38,,,0.68,,,0.0
2021-12-01 08:00:00,2021-12-01 09:00:00,118.4,172.2,,49.61,,59.56,2.43,1.35,15.61,2.56,,,,89.1,0.48,259.58,217.82,,,0.68,,,0.0
2021-12-01 09:00:00,2021-12-01 10:00:00,226.6,325.37,,80.46,,64.09,2.49,1.34,15.5,2.61,,,,86.98,0.71,133.62,217.88,,,0.68,,,0.0
2021-12-01 10:00:00,2021-12-01 11:00:00,165.1,241.57,,105.33,,59.1,2.54,1.32,15.39,2.68,,,,68.37,1.04,157.96,218.25,,,0.65,,,0.0
2021-12-01 11:00:00,2021-12-01 12:00:00,115.07,170.1,,127.4,,56.95,2.5,1.3,15.38,2.76,,,,58.65,1.27,38.76,219.62,,,0.68,,,0.0
2021-12-01 12:00:00,2021-12-01 13:00:00,85.68,133.18,,97.12,,55.17,2.53,1.3,15.44,2.81,,,,55.49,1.53,91.06,220.4,,,0.68,,,0.0
2021-12-01 13:00:00,2021-12-01 14:00:00,114.7,179.85,,91.43,,51.89,2.53,1.3,15.66,2.83,,,,54.15,1.36,265.83,220.4,,,0.68,,,0.0
2021-12-01 14:00:00,2021-12-01 15:00:00,147.4,245.8,,117.62,,60.05,2.5,1.29,15.69,2.82,,,,59.06,0.98,355.68,220.35,,,0.68,,,0.0
2021-12-01 15:00:00,2021-12-01 16:00:00,131.68,230.68,,119.51,,66.71,2.29,1.32,15.55,2.79,,,,62.96,0.77,353.42,220.28,,,0.68,,,0.0
2021-12-01 16:00:00,2021-12-01 17:00:00,180.78,307.23,,114.5,,68.84,2.29,1.34,15.38,2.77,,,,73.05,0.52,346.24,219.9,,,0.68,,,0.0
2021-12-01 17:00:00,2021-12-01 18:00:00,311.07,505.15,,105.69,,75.42,2.45,1.36,15.3,2.77,,,,83.09,0.38,349.1,219.78,,,0.68,,,0.0
2021-12-01 18:00:00,2021-12-01 19:00:00,147.88,246.1,,98.08,,75.72,2.4,1.38,15.35,2.73,,,,88.07,0.39,264.67,219.57,,,0.68,,,0.0
2021-12-01 19:00:00,2021-12-01 20:00:00,174.03,287.88,,85.05,,77.08,2.37,1.38,15.5,2.68,,,,89.1,0.37,264.21,219.4,,,0.68,,,0.0
2021-12-01 20:00:00,2021-12-01 21:00:00,311.38,496.9,,87.66,,82.13,2.31,1.38,15.5,2.6,,,,89.1,0.36,351.34,219.7,,,0.68,,,0.0
2021-12-01 21:00:00,2021-12-01 22:00:00,218.28,346.65,,74.92,,81.91,2.29,1.37,15.63,2.57,,,,89.1,0.28,177.83,219.53,,,0.68,,,0.0
2021-12-01 22:00:00,2021-12-01 23:00:00,170.25,268.73,,66.75,,80.65,2.3,1.35,15.77,2.56,,,,89.1,0.22,100.8,219.35,,,0.68,,,0.0
2021-12-01 23:00:00,2021-12-02 00:00:00,226.6,358.67,,33.32,,78.85,6.03,1.34,15.77,2.56,,,,89.1,0.17,225.75,219.47,,,0.68,,,0.0
2021-12-02 00:00:00,2021-12-02 01:00:00,308.1,474.43,,56.31,,78.66,4.94,1.34,15.76,2.59,,,,89.1,0.64,338.57,219.4,,,0.68,,,0.0
2021-12-02 01:00:00,2021-12-02 02:00:00,188.83,291.53,,53.09,,77.68,5.67,1.34,15.73,2.65,,,,89.1,0.64,334.21,218.9,,,0.68,,,0.0
2021-12-02 02:00:00,2021-12-02 03:00:00,213.53,327.0,,45.51,,75.14,5.03,1.34,15.73,2.73,,,,89.1,0.63,332.36,218.6,,,0.68,,,0.0
2021-12-02 03:00:00,2021-12-02 04:00:00,326.8,492.5,,40.87,,68.22,4.96,1.35,15.61,2.77,,,,89.1,0.62,332.4,218.7,,,0.68,,,0.0
2021-12-02 04:00:00,2021-12-02 05:00:00,205.3,312.73,,40.31,,58.63,5.11,1.36,15.52,2.77,,,,89.1,0.61,332.85,218.95,,,0.68,,,0.0
2021-12-02 05:00:00,2021-12-02 06:00:00,194.1,299.88,,46.32,,55.63,4.86,1.38,15.37,2.69,,,,89.1,0.59,332.36,218.85,,,0.68,,,0.0
2021-12-02 06:00:00,2021-12-02 07:00:00,293.0,448.6,,45.09,,54.95,4.27,1.39,15.25,2.67,,,,89.1,0.58,331.38,218.68,,,0.68,,,0.0
2021-12-02 07:00:00,2021-12-02 08:00:00,300.4,456.2,,39.42,,55.09,5.06,1.39,15.17,2.63,,,,89.1,0.66,332.06,218.93,,,0.68,,,0.0
2021-12-02 08:00:00,2021-12-02 09:00:00,156.2,239.65,,54.06,,56.54,5.02,1.39,15.14,2.59,,,,,0.6,341.82,219.5,,,0.68,,,0.0
2021-12-02 09:00:00,2021-12-02 10:00:00,269.8,421.8,,68.59,,54.8,3.78,1.38,15.19,2.62,,,,,0.55,268.88,219.93,,,0.68,,,0.0
2021-12-02 10:00:00,2021-12-02 11:00:00,263.3,417.43,,77.56,,55.73,3.9,1.36,15.28,2.63,,,,71.88,0.83,235.44,219.93,,,0.7,,,0.0
2021-12-02 11:00:00,2021-12-02 12:00:00,174.8,379.95,,78.78,,52.82,4.5,1.37,15.27,2.63,,,,68.57,1.04,264.19,220.18,,,0.68,,,0.0
2021-12-02 12:00:00,2021-12-02 13:00:00,370.85,591.35,,83.29,,51.85,4.6,1.34,15.35,2.63,,,,65.79,1.08,265.92,220.05,,,0.68,,,0.0
2021-12-02 13:00:00,2021-12-02 14:00:00,,,,81.54,,53.04,4.85,1.33,15.34,2.64,,,,68.99,0.83,174.72,220.05,,,0.68,,,0.0
2021-12-02 14:00:00,2021-12-02 15:00:00,547.65,743.77,,73.93,,52.23,5.31,1.31,15.44,2.63,,,,75.16,0.68,354.43,219.82,,,0.68,,,0.0
2021-12-02 15:00:00,2021-12-02 16:00:00,398.75,675.05,,83.02,,53.12,3.6,1.32,15.55,2.64,,,,77.94,0.42,176.06,219.65,,,0.68,,,0.0
2021-12-02 16:00:00,2021-12-02 17:00:00,205.63,326.5,,71.05,,50.66,1.97,1.32,15.72,2.7,,,,89.01,0.4,188.45,217.72,,,0.68,,,0.0
2021-12-02 17:00:00,2021-12-02 18:00:00,618.42,524.5,,61.24,,51.05,2.83,1.33,15.78,2.75,,,,89.1,0.41,184.77,217.75,,,0.68,,,0.0
2021-12-02 18:00:00,2021-12-02 19:00:00,728.75,869.8,,58.71,,55.33,3.19,1.34,15.87,2.8,,,,89.1,0.3,230.48,217.88,,,0.68,,,0.0
2021-12-02 19:00:00,2021-12-02 20:00:00,342.32,505.7,,67.15,,54.19,2.06,1.36,15.78,2.81,,,,89.1,0.26,261.49,218.05,,,0.68,,,0.0
2021-12-02 20:00:00,2021-12-02 21:00:00,347.2,514.38,,56.94,,49.12,1.8,1.37,15.79,2.8,,,,89.1,0.3,311.49,218.22,,,0.68,,,0.0
2021-12-02 21:00:00,2021-12-02 22:00:00,185.03,273.08,,59.92,,49.51,2.14,1.38,15.81,2.81,,,,89.1,0.31,323.57,218.15,,,0.68,,,0.0
