From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2022-04-03 18:00:00,2022-04-03 19:00:00,167.82,245.95,13.97,79.06,52.57,36.03,7.79,1.95,83.05,0.49,5.13,0.83,2.28,26.29,1.9,284.37,,1.37,34.86,0.0
2022-04-03 19:00:00,2022-04-03 20:00:00,157.23,396.2,21.42,109.33,74.37,64.44,9.27,2.51,67.84,0.51,6.1,0.96,2.62,29.87,2.05,284.65,,1.57,34.29,0.0
2022-04-03 20:00:00,2022-04-03 21:00:00,95.03,429.43,28.62,139.63,96.0,95.23,10.25,3.03,112.46,0.51,6.75,1.22,3.21,33.27,2.1,284.89,,1.81,33.54,0.0
2022-04-03 21:00:00,2022-04-03 22:00:00,208.72,449.47,34.22,160.29,111.29,116.58,9.39,4.15,62.95,0.62,7.21,1.58,3.87,36.82,2.08,285.1,,2.35,32.63,0.0
2022-04-03 22:00:00,2022-04-03 23:00:00,119.6,503.98,36.75,172.01,119.46,127.69,9.03,5.38,46.43,0.88,9.07,2.21,5.13,38.83,2.21,285.3,,3.15,32.76,0.0
2022-04-03 23:00:00,2022-04-04 00:00:00,276.8,547.9,42.01,101.91,135.51,150.36,2.96,4.96,25.96,1.16,10.89,2.64,6.27,38.45,2.23,285.23,,3.72,32.5,0.0
2022-04-04 00:00:00,2022-04-04 01:00:00,61.07,448.53,42.28,209.0,143.25,161.77,9.79,3.75,134.0,1.36,12.37,2.95,6.92,33.34,2.25,309.88,,4.03,33.57,0.0
2022-04-04 01:00:00,2022-04-04 02:00:00,98.67,380.5,37.46,195.08,134.21,146.75,27.42,3.22,80.01,1.22,11.61,2.86,6.49,32.56,2.42,316.61,,3.91,33.2,0.0
2022-04-04 02:00:00,2022-04-04 03:00:00,238.18,421.27,29.36,167.12,110.98,119.61,60.64,3.2,71.61,1.23,10.02,2.54,5.84,32.35,2.35,321.07,,3.31,32.52,0.0
2022-04-04 03:00:00,2022-04-04 04:00:00,294.3,525.5,24.24,150.35,98.11,103.2,50.67,2.78,73.62,1.39,9.64,2.07,4.67,33.06,2.38,320.93,,2.77,31.76,0.0
2022-04-04 04:00:00,2022-04-04 05:00:00,235.4,547.08,19.43,134.19,85.8,85.71,46.54,2.38,80.91,1.33,9.57,1.74,4.09,34.18,2.32,313.61,,2.32,31.35,0.0
2022-04-04 05:00:00,2022-04-04 06:00:00,237.9,509.6,15.66,123.71,77.3,72.93,54.47,2.12,19.5,0.95,7.09,1.16,3.02,32.76,2.18,307.53,,1.72,30.54,0.0
2022-04-04 06:00:00,2022-04-04 07:00:00,32.98,467.38,13.19,117.43,72.03,67.45,25.65,1.69,32.72,0.86,6.56,1.0,2.69,31.27,2.05,298.74,,1.52,29.3,0.0
2022-04-04 07:00:00,2022-04-04 08:00:00,53.62,387.55,11.41,114.84,69.26,60.51,18.88,1.75,4.51,0.79,6.42,0.93,2.52,33.47,2.34,292.1,,1.4,31.46,0.0
2022-04-04 08:00:00,2022-04-04 09:00:00,43.73,355.18,10.73,107.85,65.05,57.14,16.39,1.85,3.5,0.71,6.02,0.87,2.41,33.75,2.55,297.88,,1.35,33.31,0.0
2022-04-04 09:00:00,2022-04-04 10:00:00,93.75,348.45,9.19,73.69,45.88,29.9,14.84,1.79,7.88,0.69,6.48,0.83,2.27,33.27,2.76,298.35,,1.22,34.8,0.0
2022-04-04 10:00:00,2022-04-04 11:00:00,118.9,360.98,6.65,71.06,42.47,26.54,16.58,1.31,3.77,0.48,4.73,0.57,1.64,30.52,2.53,308.04,,0.84,36.97,0.0
2022-04-04 11:00:00,2022-04-04 12:00:00,149.68,385.93,4.16,85.06,47.86,32.3,18.8,2.21,11.43,0.38,3.29,0.45,1.24,28.98,2.25,308.9,,0.62,36.96,0.0
2022-04-04 12:00:00,2022-04-04 13:00:00,168.45,675.45,12.05,62.14,47.09,35.3,17.87,1.3,,0.32,3.85,0.48,1.25,26.3,1.53,315.04,,0.69,36.85,0.0
2022-04-04 13:00:00,2022-04-04 14:00:00,139.5,392.53,7.43,74.59,44.84,30.04,12.22,1.3,,0.34,3.37,0.5,1.41,21.69,1.29,316.35,,0.8,37.74,0.0
2022-04-04 14:00:00,2022-04-04 15:00:00,153.07,359.3,3.53,85.67,45.35,30.93,11.46,1.23,45.85,0.29,2.91,0.42,1.44,20.57,1.48,306.04,,0.77,37.89,0.0
2022-04-04 15:00:00,2022-04-04 16:00:00,126.83,256.65,3.01,84.97,45.56,31.23,7.75,1.15,50.66,0.29,2.77,0.39,1.48,20.05,1.5,314.52,,0.83,37.63,0.0
2022-04-04 16:00:00,2022-04-04 17:00:00,113.82,218.1,1.54,87.84,46.25,34.31,7.92,1.26,64.15,0.28,2.69,0.37,1.45,20.89,1.57,310.41,,0.82,37.17,0.0
2022-04-04 17:00:00,2022-04-04 18:00:00,88.2,228.2,0.9,84.72,44.89,33.11,9.26,1.56,49.38,0.26,2.39,0.4,1.67,23.49,1.8,310.86,,0.94,36.61,0.0
2022-04-04 18:00:00,2022-04-04 19:00:00,188.9,251.0,1.44,87.31,46.01,30.39,9.94,2.04,49.88,0.3,3.56,0.55,2.05,25.73,1.69,316.69,,1.1,35.83,0.0
2022-04-04 19:00:00,2022-04-04 20:00:00,209.3,255.67,2.27,87.36,46.02,33.14,11.52,2.7,127.23,0.44,5.02,0.76,2.46,26.87,1.74,311.94,,1.35,35.42,0.0
2022-04-04 20:00:00,2022-04-04 21:00:00,,,2.07,86.06,46.26,33.42,17.77,3.19,44.25,0.8,6.94,1.66,4.51,29.08,2.0,306.5,,2.57,35.05,0.0
2022-04-04 21:00:00,2022-04-04 22:00:00,331.42,380.12,0.84,85.53,44.76,30.8,21.94,2.83,43.27,1.31,8.37,2.56,6.5,29.61,1.99,306.47,,3.85,33.99,0.0
2022-04-04 22:00:00,2022-04-04 23:00:00,211.57,351.35,0.02,83.94,42.91,29.4,18.07,2.66,108.26,1.11,9.54,2.74,6.32,30.61,1.91,306.47,,4.03,32.81,0.0
2022-04-04 23:00:00,2022-04-05 00:00:00,235.77,337.77,1.87,85.41,44.73,32.34,14.31,2.45,166.68,1.01,10.5,2.54,5.67,32.15,1.89,306.74,,3.55,31.84,0.0
2022-04-05 00:00:00,2022-04-05 01:00:00,130.68,330.5,0.36,84.2,43.58,30.21,5.55,1.38,39.83,0.76,10.65,2.08,4.83,33.7,2.11,306.71,,2.73,31.16,0.0
2022-04-05 01:00:00,2022-04-05 02:00:00,129.18,285.4,0.45,86.19,44.3,30.15,6.66,1.23,43.29,0.64,10.23,1.57,3.63,32.03,2.14,306.48,,2.02,31.92,0.0
2022-04-05 02:00:00,2022-04-05 03:00:00,129.43,240.43,1.08,86.12,45.6,33.47,7.07,1.23,80.35,0.64,11.25,1.41,2.9,33.17,2.19,306.67,,1.69,31.71,0.0
2022-04-05 03:00:00,2022-04-05 04:00:00,179.93,231.95,0.58,86.95,45.59,33.06,7.39,1.17,67.96,0.68,10.55,1.34,2.72,35.27,1.99,306.69,,1.58,30.56,0.0
2022-04-05 04:00:00,2022-04-05 05:00:00,139.65,236.82,0.26,86.11,44.28,30.56,7.62,1.37,58.44,0.62,8.64,1.09,2.32,36.94,1.97,306.37,,1.42,30.07,0.0
2022-04-05 05:00:00,2022-04-05 06:00:00,185.52,284.5,0.05,86.68,43.7,28.68,5.62,1.65,112.06,0.64,8.9,1.2,2.46,39.59,1.91,304.5,,1.56,30.32,0.0
2022-04-05 06:00:00,2022-04-05 07:00:00,266.97,362.3,0.26,86.47,44.58,30.95,5.13,1.68,75.27,0.69,8.09,1.33,2.85,39.56,1.95,298.73,,1.63,30.34,0.0
2022-04-05 07:00:00,2022-04-05 08:00:00,183.98,440.35,0.28,85.14,43.47,28.75,6.43,1.86,102.41,0.79,9.14,1.4,2.93,36.52,2.06,286.84,,1.66,32.59,0.0
2022-04-05 08:00:00,2022-04-05 09:00:00,225.87,503.85,0.14,84.96,43.64,29.25,10.43,1.83,43.13,0.79,9.03,1.35,2.88,32.8,2.23,304.66,,1.64,34.53,0.0
2022-04-05 09:00:00,2022-04-05 10:00:00,183.8,535.1,1.36,86.11,44.96,32.48,9.13,1.57,72.76,0.67,6.9,1.03,2.41,29.83,2.31,305.24,,1.35,36.75,0.0
2022-04-05 10:00:00,2022-04-05 11:00:00,90.08,261.25,0.23,86.48,44.83,31.75,6.96,1.37,37.39,0.62,6.6,0.97,2.3,25.99,1.99,294.37,,1.29,37.78,0.0
2022-04-05 11:00:00,2022-04-05 12:00:00,95.8,561.9,2.11,86.75,46.71,36.72,5.33,1.07,41.02,0.51,5.26,0.79,1.96,23.55,1.57,297.71,,1.12,37.57,0.0
2022-04-05 12:00:00,2022-04-05 13:00:00,56.23,421.48,0.65,86.04,43.83,30.08,4.7,0.99,55.92,0.44,4.53,0.65,1.7,22.3,1.65,320.57,,1.01,37.73,0.0
2022-04-05 13:00:00,2022-04-05 14:00:00,62.08,192.6,1.76,81.23,42.59,28.9,3.27,0.91,103.31,0.38,4.0,0.57,1.59,20.74,1.54,303.55,,0.98,38.24,0.0
2022-04-05 14:00:00,2022-04-05 15:00:00,91.42,276.47,4.97,47.24,31.38,21.81,2.7,0.87,44.91,0.35,3.71,0.55,1.62,20.06,1.63,320.29,,1.02,37.86,0.0
2022-04-05 15:00:00,2022-04-05 16:00:00,50.35,136.95,4.69,46.22,31.93,23.38,1.63,0.84,108.0,0.35,3.31,0.49,1.54,19.24,1.78,329.33,,1.0,37.85,0.0
2022-04-05 16:00:00,2022-04-05 17:00:00,43.75,113.4,3.09,46.06,28.44,19.78,1.49,0.9,41.05,0.37,3.55,0.53,1.66,19.29,1.85,322.64,,1.06,37.26,0.0
2022-04-05 17:00:00,2022-04-05 18:00:00,88.9,109.93,4.58,44.68,31.06,23.26,2.67,1.01,34.85,0.38,3.98,0.64,1.92,20.75,1.81,326.2,,1.2,36.39,0.0
2022-04-05 18:00:00,2022-04-05 19:00:00,94.88,129.53,1.75,48.02,29.5,19.06,2.07,1.41,75.36,0.42,4.66,0.75,2.22,22.8,1.81,311.36,,1.33,35.88,0.0
2022-04-05 19:00:00,2022-04-05 20:00:00,119.75,146.8,1.01,49.03,29.11,17.83,3.87,2.06,89.66,0.51,5.66,0.96,2.8,25.07,1.75,297.28,,1.69,35.17,0.0
2022-04-05 20:00:00,2022-04-05 21:00:00,,,1.95,48.54,30.77,22.2,5.35,2.83,79.25,0.62,7.03,1.86,4.36,27.19,1.98,297.3,,2.97,34.8,0.0
2022-04-05 21:00:00,2022-04-05 22:00:00,250.2,264.5,2.6,46.92,30.11,19.28,5.72,3.61,105.36,0.77,8.69,2.76,6.21,29.92,1.87,297.44,,4.09,33.33,0.0
2022-04-05 22:00:00,2022-04-05 23:00:00,219.85,290.85,2.33,48.21,28.92,17.46,7.58,2.56,170.85,0.85,9.66,3.05,7.0,30.09,2.06,297.68,,4.52,33.34,0.0
2022-04-05 23:00:00,2022-04-06 00:00:00,193.97,297.93,0.39,47.78,27.9,14.8,11.46,2.13,83.12,0.97,10.85,3.24,7.04,34.12,2.16,297.76,,4.49,32.3,0.0
2022-04-06 00:00:00,2022-04-06 01:00:00,257.07,274.67,2.96,24.53,30.89,21.66,8.96,2.28,37.01,1.09,12.05,3.19,6.64,34.52,2.14,297.63,,4.16,31.58,0.0
2022-04-06 01:00:00,2022-04-06 02:00:00,177.75,274.08,1.67,24.71,29.32,19.6,7.76,2.01,36.22,0.85,11.06,2.75,6.01,35.48,1.98,297.73,,3.62,30.66,0.0
2022-04-06 02:00:00,2022-04-06 03:00:00,148.28,258.3,2.36,24.62,30.49,20.98,5.94,1.93,40.77,0.7,9.22,2.18,4.93,37.32,1.98,297.78,,3.1,30.26,0.0
2022-04-06 03:00:00,2022-04-06 04:00:00,167.9,243.58,2.74,24.55,30.55,21.47,5.81,1.94,30.65,0.66,8.89,2.05,4.69,37.32,1.91,297.7,,2.86,29.58,0.0
2022-04-06 04:00:00,2022-04-06 05:00:00,178.25,228.53,0.51,25.47,28.43,15.61,7.66,2.09,36.44,0.63,8.71,1.81,4.1,35.56,1.9,297.75,,2.43,30.05,0.0
2022-04-06 05:00:00,2022-04-06 06:00:00,164.68,241.75,1.35,25.14,29.32,19.84,6.39,2.42,33.58,0.7,9.46,1.79,3.84,37.84,1.91,297.07,,2.34,30.52,0.0
2022-04-06 06:00:00,2022-04-06 07:00:00,202.65,261.15,0.93,24.76,28.9,18.83,5.61,2.48,33.93,0.82,10.01,2.2,4.36,39.07,1.93,293.4,,2.62,30.34,0.0
2022-04-06 07:00:00,2022-04-06 08:00:00,310.55,355.6,3.69,24.28,31.01,22.9,11.77,2.5,25.48,0.83,9.62,2.01,4.06,34.22,1.97,284.05,1000.0,2.41,31.76,0.0
2022-04-06 08:00:00,2022-04-06 09:00:00,312.5,393.33,2.78,25.17,31.2,21.95,12.51,2.25,17.55,0.83,9.28,1.85,3.81,30.79,2.13,309.74,,2.28,34.99,0.0
2022-04-06 09:00:00,2022-04-06 10:00:00,271.5,409.05,2.54,25.98,31.12,21.0,8.75,2.06,15.37,0.73,7.86,1.41,3.11,28.66,2.37,307.93,,1.81,37.08,0.0
2022-04-06 10:00:00,2022-04-06 11:00:00,88.6,348.05,10.32,25.34,34.7,29.48,6.82,1.75,23.88,0.64,6.95,1.19,2.69,25.36,2.22,309.54,,1.55,38.32,0.0
2022-04-06 11:00:00,2022-04-06 12:00:00,108.5,227.45,16.35,21.85,30.5,27.64,6.97,1.49,29.12,0.48,4.25,0.82,1.97,23.44,1.65,313.4,,1.14,37.72,0.0
2022-04-06 12:00:00,2022-04-06 13:00:00,,139.5,,,,,6.85,1.34,37.46,0.35,3.18,0.58,1.58,22.85,1.61,305.2,,0.92,38.25,0.0
2022-04-06 13:00:00,2022-04-06 14:00:00,54.6,329.6,0.79,11.89,7.48,34.51,5.59,1.09,29.77,0.33,2.96,0.52,1.54,21.63,1.53,314.06,,0.93,38.99,0.0
2022-04-06 14:00:00,2022-04-06 15:00:00,56.78,345.75,,,,,3.6,1.17,29.89,0.31,2.04,0.5,1.57,20.21,1.59,328.05,,1.28,38.37,0.0
2022-04-06 15:00:00,2022-04-06 16:00:00,100.57,154.3,2.06,11.72,10.05,33.5,2.52,1.09,45.64,0.32,1.89,0.41,1.42,19.27,1.27,319.61,,1.1,38.26,0.0
2022-04-06 16:00:00,2022-04-06 17:00:00,35.45,128.33,5.67,11.87,15.96,28.36,2.81,1.14,37.48,0.37,1.87,0.35,1.35,19.7,1.48,315.63,,1.01,37.68,0.0
2022-04-06 17:00:00,2022-04-06 18:00:00,101.53,122.47,21.74,14.6,31.97,32.2,3.95,1.33,31.07,0.36,2.34,0.43,1.63,20.83,1.41,305.0,,1.12,36.77,0.0
2022-04-06 18:00:00,2022-04-06 19:00:00,130.7,132.7,16.07,15.1,27.99,29.68,4.38,2.11,35.54,0.36,3.19,0.68,2.27,23.52,1.31,291.63,,1.4,34.88,0.0
2022-04-06 19:00:00,2022-04-06 20:00:00,,,19.81,16.17,32.02,32.9,6.19,3.05,36.13,0.45,4.77,1.2,3.63,25.73,1.44,300.06,,2.03,33.66,0.0
2022-04-06 20:00:00,2022-04-06 21:00:00,199.38,219.77,16.44,17.48,27.35,27.98,7.65,4.19,28.82,0.85,6.72,2.08,5.84,28.16,1.58,299.24,,3.28,33.17,0.0
2022-04-06 21:00:00,2022-04-06 22:00:00,265.9,270.45,16.08,12.58,25.44,27.9,8.09,5.2,31.85,1.36,9.97,3.25,8.34,30.01,1.83,299.33,,4.71,33.71,0.0
2022-04-06 22:00:00,2022-04-06 23:00:00,281.95,336.5,14.55,14.66,26.3,27.14,10.71,3.91,47.41,1.49,11.28,4.0,9.6,32.42,1.88,302.09,,5.73,33.02,0.0
2022-04-06 23:00:00,2022-04-07 00:00:00,163.5,362.1,14.65,15.74,30.39,31.63,10.75,3.49,41.98,1.39,10.25,3.33,8.29,35.2,1.66,302.37,,5.24,31.21,0.0
2022-04-07 00:00:00,2022-04-07 01:00:00,305.87,369.77,14.32,26.34,25.25,26.82,33.71,3.21,62.79,1.34,10.5,3.08,7.16,34.16,1.8,302.51,,4.92,31.88,0.0
2022-04-07 01:00:00,2022-04-07 02:00:00,240.38,363.65,19.85,29.32,31.23,30.77,33.69,2.49,67.62,1.32,10.69,3.13,7.44,34.1,1.89,302.75,,4.66,31.81,0.0
2022-04-07 02:00:00,2022-04-07 03:00:00,55.45,309.05,14.75,29.04,26.99,27.23,28.57,2.21,101.37,1.26,10.55,3.06,7.24,35.43,1.91,302.84,,4.32,31.06,0.0
2022-04-07 03:00:00,2022-04-07 04:00:00,219.1,289.05,15.2,26.91,26.24,28.19,29.29,2.38,81.67,1.16,9.62,2.66,6.29,35.96,1.91,302.66,,3.94,31.06,0.0
2022-04-07 04:00:00,2022-04-07 05:00:00,113.75,325.5,18.33,27.12,28.86,29.51,27.86,2.57,147.64,1.17,9.73,2.7,6.16,37.54,1.89,302.67,,3.78,30.75,0.0
2022-04-07 05:00:00,2022-04-07 06:00:00,171.15,351.2,17.07,26.2,27.37,28.19,33.95,2.19,73.73,1.11,9.36,2.54,5.79,35.22,1.81,301.09,,3.54,30.37,0.0
2022-04-07 06:00:00,2022-04-07 07:00:00,254.07,353.77,13.73,27.14,25.19,25.24,27.17,2.06,83.54,1.0,8.8,2.28,5.1,34.5,1.76,276.35,,3.11,30.39,0.0
2022-04-07 07:00:00,2022-04-07 08:00:00,150.47,338.85,17.14,27.26,28.0,29.38,30.42,2.22,62.16,0.89,8.29,1.95,4.31,32.51,2.02,300.62,,2.62,33.26,0.0
2022-04-07 08:00:00,2022-04-07 09:00:00,153.25,324.5,13.75,23.2,28.27,29.51,27.02,2.12,25.83,0.84,8.38,1.92,4.2,30.74,2.06,293.32,,2.55,35.16,0.0
2022-04-07 09:00:00,2022-04-07 10:00:00,,,,,,,,,,,,,,,,,,,,
2022-04-07 10:00:00,2022-04-07 11:00:00,217.23,353.1,16.0,25.18,29.34,29.69,24.87,1.91,35.17,0.7,6.12,1.46,3.19,26.28,1.53,292.49,,1.95,37.91,0.0
2022-04-07 11:00:00,2022-04-07 12:00:00,158.23,317.52,18.15,27.73,32.12,32.95,26.37,1.65,57.47,0.59,4.71,1.1,2.63,23.95,1.31,296.03,,1.69,38.23,0.0
2022-04-07 12:00:00,2022-04-07 13:00:00,136.85,195.57,,,,,23.33,1.47,26.06,0.39,4.27,0.99,2.54,23.01,1.26,285.03,,1.68,39.15,0.0
2022-04-07 13:00:00,2022-04-07 14:00:00,99.83,466.05,,,,,18.94,1.29,22.29,5.42,3.08,0.91,2.94,21.78,1.36,318.6,,2.13,39.4,0.0
2022-04-07 14:00:00,2022-04-07 15:00:00,114.08,266.32,8.27,17.15,18.19,15.05,14.05,1.18,63.42,5.06,2.69,0.8,2.71,20.35,1.39,302.19,,2.29,39.07,0.0
2022-04-07 15:00:00,2022-04-07 16:00:00,114.03,152.15,10.21,21.77,19.47,21.15,15.02,1.18,79.82,2.94,2.45,0.68,2.45,20.38,1.38,312.54,,2.0,38.96,0.0
2022-04-07 16:00:00,2022-04-07 17:00:00,45.08,192.25,12.55,11.67,16.05,29.89,16.79,1.23,81.38,0.0,2.47,0.67,2.43,20.65,1.16,320.06,,1.87,38.28,0.0
2022-04-07 17:00:00,2022-04-07 18:00:00,37.73,178.75,5.95,23.29,15.89,26.14,15.34,1.42,58.74,0.3,2.88,0.77,2.6,21.08,1.1,314.95,,1.91,37.49,0.0
2022-04-07 18:00:00,2022-04-07 19:00:00,62.07,215.9,8.15,19.13,12.78,23.95,14.36,2.33,60.18,0.43,3.29,0.88,2.82,23.48,0.93,280.41,,2.01,35.37,0.0
2022-04-07 19:00:00,2022-04-07 20:00:00,47.08,258.25,9.59,13.16,13.43,24.55,17.64,2.76,94.84,0.49,4.56,1.32,4.01,25.44,1.25,277.94,,2.56,34.01,0.0
2022-04-07 20:00:00,2022-04-07 21:00:00,48.8,313.68,8.22,17.8,15.05,25.58,20.97,4.41,67.45,0.82,6.5,1.98,5.24,28.0,1.52,278.07,,3.27,33.17,0.0
2022-04-07 21:00:00,2022-04-07 22:00:00,55.02,437.78,10.27,17.34,16.04,27.21,22.58,5.03,55.52,1.05,8.18,2.9,7.05,29.64,1.57,278.41,,4.38,32.99,0.0
2022-04-07 22:00:00,2022-04-07 23:00:00,86.88,508.6,3.53,17.44,8.97,19.47,22.07,4.8,134.98,1.18,9.56,3.44,7.88,30.44,1.69,279.57,,4.96,33.15,0.0
2022-04-07 23:00:00,2022-04-08 00:00:00,103.73,479.63,5.91,19.26,14.81,26.37,20.74,4.76,79.86,1.25,10.47,3.61,8.07,33.23,1.88,280.33,,5.21,32.46,0.0
2022-04-08 00:00:00,2022-04-08 01:00:00,67.95,426.78,3.84,10.25,13.39,25.84,12.44,2.58,46.93,1.35,11.95,3.81,8.0,32.39,1.94,280.82,,5.31,32.4,0.0
2022-04-08 01:00:00,2022-04-08 02:00:00,59.75,405.93,3.0,9.66,12.46,25.11,13.23,2.54,43.13,1.31,12.26,3.71,7.63,33.43,2.09,280.7,,5.01,33.21,0.0
2022-04-08 02:00:00,2022-04-08 03:00:00,81.55,375.82,3.79,10.58,14.38,25.17,16.25,1.91,32.07,1.26,11.39,3.46,7.41,31.75,2.09,279.62,,4.58,32.95,0.0
2022-04-08 03:00:00,2022-04-08 04:00:00,93.5,349.3,6.2,8.96,15.16,27.8,12.17,1.48,34.53,1.21,10.05,2.93,6.43,31.19,2.04,320.56,,4.04,32.23,0.0
2022-04-08 04:00:00,2022-04-08 05:00:00,46.12,285.32,5.41,9.39,14.75,27.24,12.01,,33.16,1.21,9.49,2.61,5.7,31.82,2.05,323.15,,3.59,31.81,0.0
2022-04-08 05:00:00,2022-04-08 06:00:00,41.3,273.48,7.39,10.3,17.68,28.77,10.43,,32.18,1.15,9.08,2.43,5.22,32.54,2.0,318.77,,3.28,31.6,0.0
2022-04-08 06:00:00,2022-04-08 07:00:00,125.3,267.98,4.02,10.3,14.27,26.2,11.8,,30.26,1.19,9.84,2.43,4.87,32.67,2.11,299.58,,2.98,31.89,0.0
2022-04-08 07:00:00,2022-04-08 08:00:00,77.78,287.67,5.04,10.09,15.13,27.89,10.45,,31.8,1.04,7.97,1.99,4.27,30.38,2.09,301.29,,2.62,34.3,0.0
2022-04-08 08:00:00,2022-04-08 09:00:00,47.88,300.9,5.97,9.59,15.55,27.27,8.9,,30.26,0.99,7.28,1.81,3.94,28.52,2.13,297.83,,2.41,36.85,0.0
2022-04-08 09:00:00,2022-04-08 10:00:00,93.65,341.7,6.1,10.73,16.84,28.03,9.66,,17.56,0.88,6.37,1.61,3.46,28.16,2.3,303.02,,2.12,38.67,0.0
2022-04-08 10:00:00,2022-04-08 11:00:00,100.7,282.32,10.28,10.23,20.5,33.61,9.78,1.52,15.16,0.72,4.79,1.29,2.9,25.92,1.92,305.26,,1.84,38.7,0.0
2022-04-08 11:00:00,2022-04-08 12:00:00,84.1,207.8,9.48,13.69,21.35,33.37,11.47,1.24,19.23,0.68,3.42,1.05,2.57,23.4,1.23,288.66,,1.75,39.28,0.0
2022-04-08 12:00:00,2022-04-08 13:00:00,101.6,291.4,5.42,7.32,12.74,30.61,,1.01,15.16,0.55,2.57,0.7,1.78,21.9,,,,1.26,39.4,0.0
2022-04-08 13:00:00,2022-04-08 14:00:00,133.3,298.05,,,,,5.93,1.49,67.73,0.0,0.0,,,21.41,2.32,301.06,,0.0,42.58,0.0
2022-04-08 14:00:00,2022-04-08 15:00:00,41.12,226.03,1.58,6.12,3.4,15.76,6.31,1.04,47.45,0.28,6.2,0.73,1.51,21.28,2.34,306.16,,0.96,42.59,0.0
2022-04-08 15:00:00,2022-04-08 16:00:00,53.65,185.97,3.8,10.3,13.54,24.95,6.8,1.03,25.95,0.28,4.72,0.57,1.36,21.11,2.49,317.21,,0.89,42.98,0.0
2022-04-08 16:00:00,2022-04-08 17:00:00,56.12,126.2,6.47,9.09,14.95,28.21,4.89,1.1,8.87,0.29,5.17,0.49,1.34,20.78,2.6,320.14,,0.82,42.61,0.0
2022-04-08 17:00:00,2022-04-08 18:00:00,15.6,133.57,3.54,9.29,12.28,25.52,4.56,1.23,5.58,0.29,5.5,0.52,1.43,22.0,2.72,320.38,,0.87,42.27,0.0
2022-04-08 18:00:00,2022-04-08 19:00:00,89.8,139.75,3.61,9.85,13.27,25.72,5.59,1.83,16.22,0.26,4.35,0.49,1.52,24.62,2.08,318.08,,0.94,39.78,0.0
2022-04-08 19:00:00,2022-04-08 20:00:00,51.98,206.0,1.58,9.67,10.78,21.9,6.78,3.21,24.39,0.35,6.11,0.87,2.44,27.83,2.16,312.99,,1.58,37.59,0.0
2022-04-08 20:00:00,2022-04-08 21:00:00,74.58,330.18,5.38,9.68,15.05,27.07,8.0,3.82,18.32,0.5,8.14,1.49,4.03,29.78,2.11,313.04,,2.56,36.43,0.0
2022-04-08 21:00:00,2022-04-08 22:00:00,122.82,458.27,6.75,9.54,16.25,26.93,8.2,5.32,9.73,0.62,9.57,2.19,6.17,34.14,2.31,313.33,,3.75,35.08,0.0
2022-04-08 22:00:00,2022-04-08 23:00:00,90.25,456.0,3.27,12.01,12.39,25.02,12.51,4.49,22.61,0.69,10.21,2.54,7.24,33.31,2.27,313.36,,4.39,35.08,0.0
2022-04-08 23:00:00,2022-04-09 00:00:00,80.27,482.43,4.89,9.92,14.81,26.97,7.68,4.57,17.04,0.83,11.18,2.56,7.07,36.1,2.27,313.37,,4.42,34.37,0.0
2022-04-09 00:00:00,2022-04-09 01:00:00,108.3,428.1,3.65,10.28,13.93,24.64,16.99,4.39,78.89,1.18,12.21,2.48,6.94,36.88,2.33,313.33,,4.44,33.48,0.0
2022-04-09 01:00:00,2022-04-09 02:00:00,30.1,415.23,4.84,11.63,15.87,26.97,16.76,4.46,140.19,1.22,11.98,2.64,7.62,39.81,2.34,313.33,,4.48,32.72,0.0
2022-04-09 02:00:00,2022-04-09 03:00:00,90.5,404.15,3.53,8.56,11.89,23.78,15.06,3.86,77.01,1.17,11.13,2.49,7.1,38.59,2.29,313.35,,4.43,32.88,0.0
2022-04-09 03:00:00,2022-04-09 04:00:00,90.17,407.5,4.86,8.53,13.4,25.46,24.87,1.88,119.7,1.18,11.33,2.6,6.82,32.58,2.23,309.71,,4.44,33.46,0.0
2022-04-09 04:00:00,2022-04-09 05:00:00,44.15,293.25,6.87,10.84,17.71,28.62,27.07,1.73,80.77,1.09,10.42,2.55,6.38,32.78,2.24,309.46,,3.99,32.81,0.0
2022-04-09 05:00:00,2022-04-09 06:00:00,24.55,265.15,4.54,10.16,14.6,27.11,27.27,1.76,43.27,1.11,10.87,2.68,6.08,33.23,2.27,308.39,,3.78,32.73,0.0
2022-04-09 06:00:00,2022-04-09 07:00:00,100.8,277.7,3.12,8.6,11.25,24.87,25.97,1.85,52.45,1.05,10.34,2.64,5.74,33.66,2.22,306.5,,3.48,32.64,0.0
2022-04-09 07:00:00,2022-04-09 08:00:00,38.58,375.25,2.0,7.82,9.75,22.66,28.85,1.79,45.22,0.94,8.97,2.24,5.12,30.24,2.1,305.28,,3.07,35.68,0.0
2022-04-09 08:00:00,2022-04-09 09:00:00,40.85,315.93,3.52,9.04,12.49,24.59,22.82,1.82,56.35,0.88,8.47,2.09,4.71,28.25,2.2,305.86,,2.86,38.62,0.0
